url,crop,start,end,party
https://www.youtube.com/watch?v=3VvwHS8cgbc&ab_channel=%D0%A1%D1%80%D0%BF%D1%81%D0%BA%D0%B0%D0%BD%D0%B0%D0%BF%D1%80%D0%B5%D0%B4%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%BA%D0%B0,no,,,SRB_ SNS
https://www.youtube.com/watch?v=knhZJcISbWQ,no,,,SRB_ SNS
https://www.youtube.com/watch?v=CSDeAgtpovM&t=104s&ab_channel=%D0%A1%D1%80%D0%BF%D1%81%D0%BA%D0%B0%D0%BD%D0%B0%D0%BF%D1%80%D0%B5%D0%B4%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%BA%D0%B0,no,,,SRB_ SNS
https://www.youtube.com/watch?v=-CPS7PzLnKY&ab_channel=%D0%A1%D1%80%D0%BF%D1%81%D0%BA%D0%B0%D0%BD%D0%B0%D0%BF%D1%80%D0%B5%D0%B4%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%BA%D0%B0,no,,,SRB_ SNS
https://www.youtube.com/watch?v=b8bgphkQuMg&t=120s&ab_channel=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D0%92%D1%83%D1%87%D0%B8%D1%9B,no,,,SRB_ SNS
https://www.youtube.com/watch?v=ZQanE_nkQRk,yes,0,350,SRB_ DS
https://www.youtube.com/watch?v=-YfLrV5f53U,yes,120,232,SRB_ DS
https://www.youtube.com/watch?v=MTZqcL7LhkM,no,,,SRB_ DS
https://www.youtube.com/watch?v=4-wKomnmpaE,no,,,SRB_ DS
https://www.youtube.com/watch?v=LktYBrO70X4&t=10s,,,,SRB_ DS
https://www.youtube.com/watch?v=Qlde15vqS4U&ab_channel=DJB-Suverenisti,no,,,SRB_ DJB
https://www.youtube.com/watch?v=DQYkwcKwY-U&ab_channel=DJB-Suverenisti,no,,,SRB_ DJB
https://www.youtube.com/watch?v=MvEjt2BZf-4&ab_channel=DJB-Suverenisti,no,,,SRB_ DJB
https://www.youtube.com/watch?v=jPemTi2d6bk&t=702s&ab_channel=DJB-Suverenisti,no,,,SRB_ DJB
https://www.youtube.com/watch?v=OLD27XFQc4M&ab_channel=DJB-Suverenisti,no,,,SRB_ DJB
https://www.youtube.com/watch?v=GDFYSOqofH0&ab_channel=Hrvatskademokratskazajednica,no,,,HRV_ HDZ
https://www.youtube.com/watch?v=wZVj1fayzhA&t=137s&ab_channel=Hrvatskademokratskazajednica,no,,,HRV_ HDZ
https://www.youtube.com/watch?v=wez4b3AllDI&ab_channel=Hrvatskademokratskazajednica,no,,,HRV_ HDZ
https://www.youtube.com/watch?v=uH-QwSMdJFw&ab_channel=Hrvatskademokratskazajednica,no,,,HRV_ HDZ
https://www.youtube.com/watch?v=dNFepYEA4rU&ab_channel=Hrvatskademokratskazajednica,no,,,HRV_ HDZ
https://www.youtube.com/watch?v=wklsKk4Ndx0&ab_channel=SDPHrvatske,no,,,HRV_ SPH
https://www.youtube.com/watch?v=36RQDEHy7rU&ab_channel=SDPHrvatske,no,,,HRV_ SPH
https://www.youtube.com/watch?v=qGs51zgVBZI&ab_channel=SDPHrvatske,no,,,HRV_ SPH
https://www.youtube.com/watch?v=jv1DtWeBrAE&ab_channel=SDPHrvatske,no,,,HRV_ SPH
https://www.youtube.com/watch?v=hCNkWzE5xUw&ab_channel=SDPHrvatske,no,,,HRV_ SPH
https://www.youtube.com/watch?v=CpNrfbepWts&ab_channel=%C5%BDivizid,no,,,HRV_ OOP
https://www.youtube.com/watch?v=TRqSyDcQLg0&ab_channel=%C5%BDivizid,no,,,HRV_ OOP
https://www.youtube.com/watch?v=ViM4nTJK3so&t=257s&ab_channel=IvanViliborSin%C4%8Di%C4%87,no,,,HRV_ OOP
https://www.youtube.com/watch?v=6POsmjrbjI0&ab_channel=IvanViliborSin%C4%8Di%C4%87,no,,,HRV_ OOP
https://www.youtube.com/watch?v=Mm_cqxcAAnE&ab_channel=IvanViliborSin%C4%8Di%C4%87,no,,,HRV_ OOP
https://www.youtube.com/watch?v=gpvT-nhn20Y&ab_channel=Fidesz,yes,160,323,HUN_ Fidesz
https://www.youtube.com/watch?v=r-HwWRcQUh8&ab_channel=Fidesz,yes,130,244,HUN_ Fidesz
https://www.youtube.com/watch?v=jP-H34-_NxI&ab_channel=Fidesz,yes,0,1200,HUN_ Fidesz
https://www.youtube.com/watch?v=nGwDLAxPUIU&t=652s&ab_channel=Fidesz,no,,,HUN_ Fidesz
https://www.youtube.com/watch?v=cWGUjl-y_sc&t=605s&ab_channel=Fidesz,yes,0,960,HUN_ Fidesz
https://www.youtube.com/watch?v=i2t0ZpO-CZ0&ab_channel=DemokratikusKoal%C3%ADci%C3%B3,yes,0,900,HUN_ DK
https://www.youtube.com/watch?v=Fc9EaPUK1Dk&ab_channel=DemokratikusKoal%C3%ADci%C3%B3,no,,,HUN_ DK
https://www.youtube.com/watch?v=hlNPIpeL9e4&ab_channel=DemokratikusKoal%C3%ADci%C3%B3,no,,,HUN_ DK
https://www.youtube.com/watch?v=LJY5rIfVI8c&ab_channel=DemokratikusKoal%C3%ADci%C3%B3,no,,,HUN_ DK
https://www.youtube.com/watch?v=-zewhZ9QPMg&ab_channel=DemokratikusKoal%C3%ADci%C3%B3,no,,,HUN_ DK
https://www.youtube.com/watch?v=9W5HK14RVcA&ab_channel=JobbikMagyarorsz%C3%A1g%C3%A9rtMozgalom,yes,0,311,HUN_ Jobbik
https://www.youtube.com/watch?v=bU8zEqqvpbA&ab_channel=JobbikMagyarorsz%C3%A1g%C3%A9rtMozgalom,yes,0,203,HUN_ Jobbik
https://www.youtube.com/watch?v=-JhABHUEpCs&ab_channel=JobbikMagyarorsz%C3%A1g%C3%A9rtMozgalom,yes,72,425,HUN_ Jobbik
https://www.youtube.com/watch?v=7Qqb3PJr1ZA&ab_channel=JobbikMagyarorsz%C3%A1g%C3%A9rtMozgalom,yes,0,240,HUN_ Jobbik
https://www.youtube.com/watch?v=iSVtnr6DuWw&ab_channel=JobbikMagyarorsz%C3%A1g%C3%A9rtMozgalom,no,,,HUN_ Jobbik
https://www.youtube.com/watch?v=_WiLq3KmOZ8&ab_channel=TheNationals,no,,,AUS_ NAT
https://www.youtube.com/watch?v=v6MZbvAHt-c&ab_channel=TheNationals,no,,,AUS_ NAT
https://www.youtube.com/watch?v=IeV8SlNZ540&ab_channel=TheNationals,no,,,AUS_ NAT
https://www.youtube.com/watch?v=s5TH_G5J7n4&ab_channel=TheNationals,no,,,AUS_ NAT
https://www.youtube.com/watch?v=lhkncr1QE4s&t=1s&ab_channel=TheNationals,yes,0,1200,AUS_ NAT
https://www.youtube.com/watch?v=22zzVN2HV24&t=25s&ab_channel=AustralianLaborParty,no,,,AUS_ ALP
https://www.youtube.com/watch?v=DvPT5_EDQtU&ab_channel=AustralianLaborParty,no,,,AUS_ ALP
https://www.youtube.com/watch?v=8iugw_WtdP4&ab_channel=AustralianLaborParty,no,,,AUS_ ALP
https://www.youtube.com/watch?v=c7L8fl9v0bo&ab_channel=AustralianLaborParty,yes,180,425,AUS_ ALP
https://www.youtube.com/watch?v=6VqM-HqryjY&ab_channel=AustralianLaborParty,no,,,AUS_ ALP
https://www.youtube.com/watch?v=TKUCT2oW6EQ&t=192s&ab_channel=LiberalPartyofAustralia,no,,,AUS_ LP
https://www.youtube.com/watch?v=k_hvCRNTSik&ab_channel=LiberalPartyofAustralia,yes,60,960,AUS_ LP
https://www.youtube.com/watch?v=6oNsMnaAcU0&ab_channel=LiberalPartyofAustralia,yes,1800,3000,AUS_ LP
https://www.youtube.com/watch?v=BDQB0muWGuY&ab_channel=LiberalPartyofAustralia,yes,60,1260,AUS_ LP
https://www.youtube.com/watch?v=qDem2H8hb38&ab_channel=LiberalPartyofAustralia,no,,,AUS_ LP
https://www.youtube.com/watch?v=oiPKd5X--wY&ab_channel=PVVpers,yes,300,1200,NLD_ PVV
https://www.youtube.com/watch?v=jTJ5sWwcX0c&ab_channel=PVVpers,no,,,NLD_ PVV
https://www.youtube.com/watch?v=O_H1FYQzZ2k&ab_channel=PVVpers,yes,60,960,NLD_ PVV
https://www.youtube.com/watch?v=Htr9o9YfeBo&ab_channel=PVVpers,no,,,NLD_ PVV
https://www.youtube.com/watch?v=ROCMFtBBDlA&t=146s&ab_channel=PVVpers,no,,,NLD_ PVV
https://www.youtube.com/watch?v=zb797D_UVKI&ab_channel=D66,no,,,NLD_ D66
https://www.youtube.com/watch?v=q-IehTnoxsU&ab_channel=D66,no,,,NLD_ D67
https://www.youtube.com/watch?v=RFxrKtkcDYY&ab_channel=D66,no,,,NLD_ D68
https://www.youtube.com/watch?v=SBoktAniT68&ab_channel=D66,no,,,NLD_ D69
https://www.youtube.com/watch?v=GlefvOJcc90&ab_channel=D66,no,,,NLD_ D70
https://www.youtube.com/watch?v=w13h-xiV1Qo&ab_channel=VVD,no,,,NLD_ VVD
https://www.youtube.com/watch?v=PWawb7vdubA&ab_channel=VVD,no,,,NLD_ VVD
https://www.youtube.com/watch?v=K010wh8e3y4&ab_channel=VVD,no,,,NLD_ VVD
https://www.youtube.com/watch?v=lPxZ0hn2UTs&ab_channel=VVD,no,,,NLD_ VVD
https://www.youtube.com/watch?v=SmPuJHLgNs0&ab_channel=VVD,no,,,NLD_ VVD
https://www.youtube.com/watch?v=yiX48AqzsJA&ab_channel=AKParti,no,,,TUR_ AKP
https://www.youtube.com/watch?v=AydEgnMAUSU&ab_channel=AKParti,no,,,TUR_ AKP
https://www.youtube.com/watch?v=BQtm5J10ejQ&ab_channel=AKParti,yes,10,120,TUR_ AKP
https://www.youtube.com/watch?v=CygUJUXLOog&ab_channel=AKParti,no,,,TUR_ AKP
https://www.youtube.com/watch?v=YvAvU1Qc63I&ab_channel=AKParti,no,,,TUR_ AKP
https://www.youtube.com/watch?v=RJM2B2hkeWc&ab_channel=Halklar%C4%B1nDemokratikPartisi%E2%80%93HDP,no,,,TUR_ HDP
https://www.youtube.com/watch?v=fNCvGThyWvA&ab_channel=Halklar%C4%B1nDemokratikPartisi%E2%80%93HDP,no,,,TUR_ HDP
https://www.youtube.com/watch?v=JqIFNkBAt2c,yes,0,900,TUR_ HDP
https://www.youtube.com/watch?v=_AE4P3CrMgQ&ab_channel=Halklar%C4%B1nDemokratikPartisi%E2%80%93HDP,no,,,TUR_ HDP
https://www.youtube.com/watch?v=BRPr6z903G0&ab_channel=Halklar%C4%B1nDemokratikPartisi%E2%80%93HDP,no,,,TUR_ HDP
https://www.youtube.com/watch?v=3Cv06Fo6Bng&ab_channel=CHP-CumhuriyetHalkPartisi,no,,,TUR_ SHP/CHP
https://www.youtube.com/watch?v=VJQC_GNL4Zk&ab_channel=CHP-CumhuriyetHalkPartisi,no,,,TUR_ SHP/CHP
https://www.youtube.com/watch?v=u2DF6b0ZujA&ab_channel=CHP-CumhuriyetHalkPartisi,no,,,TUR_ SHP/CHP
https://www.youtube.com/watch?v=BiZx6TUIVtc&ab_channel=CHP-CumhuriyetHalkPartisi,yes,120,1160,TUR_ SHP/CHP
https://www.youtube.com/watch?v=rBM-7zxnGhY&ab_channel=CHP-CumhuriyetHalkPartisi,yes,120,1200,TUR_ SHP/CHP
https://www.youtube.com/watch?v=KNsTuvoNnaI&t=125s&ab_channel=TheDemocrats,no,,,USA_ Dem
https://www.youtube.com/watch?v=Z8AE7CzqCFc&ab_channel=HillaryClinton,no,,,USA_ Dem
https://www.youtube.com/watch?v=Fl6XFatFTjs&ab_channel=HillaryClinton,no,,,USA_ Dem
https://www.youtube.com/watch?v=rRlqs-Lc66Y&ab_channel=HillaryClinton,yes,0,1200,USA_ Dem
https://www.youtube.com/watch?v=_soeyHVrawY&t=621s&ab_channel=HillaryClinton,yes,300,1200,USA_ Dem
https://www.youtube.com/watch?v=ABYC7ikFIuY&ab_channel=DonaldJTrump,no,,,USA_ GOP
https://www.youtube.com/watch?v=lw78cZIAROU&ab_channel=DonaldJTrump,no,,,USA_ GOP
https://www.youtube.com/watch?v=720O_yBLrTs&ab_channel=DonaldJTrump,yes,0,1200,USA_ GOP
https://www.youtube.com/watch?v=iFADopBnb_U&ab_channel=DonaldJTrump,no,,,USA_ GOP
https://www.youtube.com/watch?v=Jf5BOMMpnWw&ab_channel=DonaldJTrump,no,,,USA_ GOP
https://www.youtube.com/watch?v=WoLHaXFRVQg&ab_channel=JairBolsonaro,yes,300,1200,BRA_ PSL
https://www.youtube.com/watch?v=dtt-nlCnws4&ab_channel=JairBolsonaro,yes,60,960,BRA_ PSL
https://www.youtube.com/watch?v=EBPbwY8W_AM&ab_channel=JairBolsonaro,yes,120,460,BRA_ PSL
https://www.youtube.com/watch?v=qAUuyihToZ4&ab_channel=JairBolsonaro,yes,60,280,BRA_ PSL
https://www.youtube.com/watch?v=S3oc33Qn_mM&ab_channel=JairBolsonaro,no,,,BRA_ PSL
https://www.youtube.com/watch?v=7GLDVYB54zw&ab_channel=SimoneTebet,no,,,BRA_ MDB
https://www.youtube.com/watch?v=lgBt-V4uhas&ab_channel=SimoneTebet,no,,,BRA_ MDB
https://www.youtube.com/watch?v=h0Ogd6D6N5o&ab_channel=SimoneTebet,no,,,BRA_ MDB
https://www.youtube.com/watch?v=BspIQWdbkXM&ab_channel=SimoneTebet,no,,,BRA_ MDB
https://www.youtube.com/watch?v=kv2v5gE8FSw&ab_channel=SimoneTebet,no,,,BRA_ MDB
https://www.youtube.com/watch?v=tCBj0hPgqBU&ab_channel=PT-PartidodosTrabalhadores,no,,,BRA_ PT
https://www.youtube.com/watch?v=E2bCwZugiXs&ab_channel=PT-PartidodosTrabalhadores,no,,,BRA_ PT
https://www.youtube.com/watch?v=iNeaaOxgAio&ab_channel=PT-PartidodosTrabalhadores,no,,,BRA_ PT
https://www.youtube.com/watch?v=dFTyvb8VuCk&ab_channel=PT-PartidodosTrabalhadores,no,,,BRA_ PT
https://www.youtube.com/watch?v=cBCGt4wh-a4&ab_channel=PT-PartidodosTrabalhadores,no,,,BRA_ PT
https://www.youtube.com/watch?v=Hx1WWouj2Wk&ab_channel=UKIP,no,,,GBR_ UKIP
https://www.youtube.com/watch?v=rJxyXzQSNSU&ab_channel=UKIP,no,,,GBR_ UKIP
https://www.youtube.com/watch?v=oKIlq1-95ks&ab_channel=UKIP,no,,,GBR_ UKIP
https://www.youtube.com/watch?v=M00Hc3oyHrg&ab_channel=UKIP,no,,,GBR_ UKIP
https://www.youtube.com/watch?v=XM1KLknK2n8&ab_channel=UKIP,no,,,GBR_ UKIP
https://www.youtube.com/watch?v=xBM2-taEOao&ab_channel=Conservatives,no,,,GBR_ CON
https://www.youtube.com/watch?v=QU8OV4r9WsQ&t=652s&ab_channel=Conservatives,no,,,GBR_ CON
https://www.youtube.com/watch?v=zgVvZBOMFEI&ab_channel=Conservatives,no,,,GBR_ CON
https://www.youtube.com/watch?v=0VKrngMKVRw&ab_channel=Conservatives,no,,,GBR_ CON
https://www.youtube.com/watch?v=hdYNcv-chgY&ab_channel=Conservatives,no,,,GBR_ CON
https://www.youtube.com/watch?v=xmgvhn13WPk&ab_channel=LabourParty,no,,,GBR_ Lab
https://www.youtube.com/watch?v=RYNPzJgV8TI&ab_channel=LabourParty,no,,,GBR_ Lab
https://www.youtube.com/watch?v=gGv0L-w6DXg&ab_channel=LabourParty,no,,,GBR_ Lab
https://www.youtube.com/watch?v=SsixJdRi42U&ab_channel=LabourParty,no,,,GBR_ Lab
https://www.youtube.com/watch?v=mg2Ym3tTulo&ab_channel=LabourParty,no,,,GBR_ Lab
https://www.youtube.com/watch?v=1iRdi8K4tfg&ab_channel=BharatiyaJanataParty,no,,,IND_ BJP
https://www.youtube.com/watch?v=VOyM9UdvSgE&ab_channel=BharatiyaJanataParty,no,,,IND_ BJP
https://www.youtube.com/watch?v=0Rdh8gaySBc&ab_channel=BharatiyaJanataParty,no,,,IND_ BJP
https://www.youtube.com/watch?v=eWFwox_AzIg&ab_channel=BharatiyaJanataParty,no,,,IND_ BJP
https://www.youtube.com/watch?v=LL4j24psTJE&ab_channel=BharatiyaJanataParty,no,,,IND_ BJP
https://www.youtube.com/watch?v=cvndmvrqoTE&ab_channel=IndianNationalCongress,no,,,IND_ INC
https://www.youtube.com/watch?v=NK_4Bp7sW4k&ab_channel=IndianNationalCongress,no,,,IND_ INC
https://www.youtube.com/watch?v=ye_kezkqZJE&ab_channel=IndianNationalCongress,no,,,IND_ INC
https://www.youtube.com/watch?v=RtZrsqCjv6A&ab_channel=IndianNationalCongress,no,,,IND_ INC
https://www.youtube.com/watch?v=JurioogVSRc&t=342s&ab_channel=IndianNationalCongress,no,,,IND_ INC
https://www.youtube.com/watch?v=KfvNFc3KrIQ&ab_channel=AITCOfficial,no,,,IND_ AITC
https://www.youtube.com/watch?v=d7-L579utNI&ab_channel=AITCOfficial,yes,540,1140,IND_ AITC
https://www.youtube.com/watch?v=xeKKF-nm4jA&ab_channel=AITCOfficial,yes,0,900,IND_ AITC
https://www.youtube.com/watch?v=ktzG7PRXcIs&t=4s&ab_channel=AITCOfficial,yes,0,600,IND_ AITC
https://www.youtube.com/watch?v=DF1YOFDvU7g,no,,,IND_ AITC
https://www.youtube.com/watch?v=8DkNwg_DPZQ&ab_channel=LegaSalviniPremier,no,,,ITA_ CD
https://www.youtube.com/watch?v=EjE0FhBwFPM&ab_channel=LegaSalviniPremier,yes,300,1200,ITA_ CD
https://www.youtube.com/watch?v=YQ4yYnQ1XJo&ab_channel=LegaSalviniPremier,no,,,ITA_ CD
https://www.youtube.com/watch?v=cYC8RxF5BLE&ab_channel=LegaSalviniPremier,no,,,ITA_ CD
https://www.youtube.com/watch?v=8pbPXgecH84&ab_channel=MatteoSalvini,no,,,ITA_ CD
https://www.youtube.com/watch?v=pQGeYx4DuoM&ab_channel=PartitoDemocratico,no,,,ITA_ CCS
https://www.youtube.com/watch?v=Y-0C6baa2xQ&ab_channel=PartitoDemocratico,no,,,ITA_ CCS
https://www.youtube.com/watch?v=lY_9k5iaBVo&ab_channel=enricoletta,no,,,ITA_ CCS
https://www.youtube.com/watch?v=weQqPAcnEnU&ab_channel=PartitoDemocratico,no,,,ITA_ CCS
https://www.youtube.com/watch?v=cbArDNKu8pE&ab_channel=enricoletta,no,,,ITA_ CCS
https://www.youtube.com/watch?v=PJM3sJ34rZ4&ab_channel=M5sParlamento,no,,,ITA_ M5S
https://www.youtube.com/watch?v=f_JP-xEvC5g&ab_channel=M5sParlamento,no,,,ITA_ M5S
https://www.youtube.com/watch?v=Mu3aG1xwQ4Q&ab_channel=M5sParlamento,no,,,ITA_ M5S
https://www.youtube.com/watch?v=dg-lQM3Py2o&ab_channel=M5sParlamento,yes,0,380,ITA_ M5S
https://www.youtube.com/watch?v=rE_8yv25blo&ab_channel=M5sParlamento,yes,300,1200,ITA_ M5S
https://www.youtube.com/watch?v=RwbS_6GR7U4,no,,,FRA_ FN
https://www.youtube.com/watch?v=YtW5aAHg8YA,no,,,FRA_ FN
https://www.youtube.com/watch?v=zlTrHcDf860,no,,,FRA_ FN
https://www.youtube.com/watch?v=5bm6S4-bTNI,no,,,FRA_ FN
https://www.youtube.com/watch?v=y6tCUfapRb0,no,,,FRA_ FN
https://www.youtube.com/watch?v=YzK4FBR8bHU,no,,,FRA_ REM
https://www.youtube.com/watch?v=m528uyLhWnA,no,,,FRA_ REM
https://www.youtube.com/watch?v=j935W8GExKc,no,,,FRA_ REM
https://www.youtube.com/watch?v=xrE2Xqj3Kig,no,,,FRA_ REM
https://www.youtube.com/watch?v=4E8lwaTkrTA,no,,,FRA_ REM
https://www.youtube.com/watch?v=qF3dhw6SSCE,no,,,FRA_ MoDem
https://www.youtube.com/watch?v=i2RdLmXp7Xw,no,,,FRA_ MoDem
https://www.youtube.com/watch?v=xM8NrIdqEZo,yes,360,960,FRA_ MoDem
https://www.youtube.com/watch?v=D2Z2X8kTv3U,yes,60,960,FRA_ MoDem
https://www.youtube.com/watch?v=dbtwA5T9tdY&t=248s,no,,,FRA_ MoDem
https://www.youtube.com/watch?v=pI52oqr1TTk,yes,22,264,ARG_ PJ
https://www.youtube.com/watch?v=NCBEBG0nx9o,no,,,ARG_ PJ
https://www.youtube.com/watch?v=C1sRVSFmJzw,no,,,ARG_ PJ
https://www.youtube.com/watch?v=17dhpWLmD8Y,no,,,ARG_ PJ
https://www.youtube.com/watch?v=jlsOoZtsO70,no,,,ARG_ PJ
https://www.youtube.com/watch?v=6DQyVh5T7Mk,no,,,ARG_ PRO-UCR
https://www.youtube.com/watch?v=9xGfyJRGZJM,yes,135,1335,ARG_ PRO-UCR
https://www.youtube.com/watch?v=PIbuv_xrPQ4,no,,,ARG_ PRO-UCR
https://www.youtube.com/watch?v=M64xVC_qkeg,no,,,ARG_ PRO-UCR
https://www.youtube.com/watch?v=39JPRp5Zcrs,no,,,ARG_ PRO-UCR
https://www.youtube.com/watch?v=zZLyyB-PU9M,no,,,ARG_ 1País
https://www.youtube.com/watch?v=BhHlJza4sS0,no,,,ARG_ 1País
https://www.youtube.com/watch?v=6qAFhpw9f1w,yes,193,473,ARG_ 1País
https://www.youtube.com/watch?v=Xkx1xeSPYyU,no,,,ARG_ 1País
https://www.youtube.com/watch?v=zZX0jN-2gpI,no,,,ARG_ 1País
https://www.youtube.com/watch?v=j5PFDDOwWVs,no,,,JPN_ LDP
https://www.youtube.com/watch?v=zFDmFYqMZqM,no,,,JPN_ LDP
https://www.youtube.com/watch?v=teUCssJrZtc,no,,,JPN_ LDP
https://www.youtube.com/watch?v=aoXBPmTStpc,no,,,JPN_ LDP
https://www.youtube.com/watch?v=jjW0_PriBlM,no,,,JPN_ LDP
https://www.youtube.com/watch?v=fSM0uXHdLQM,no,,,JPN_ NKP
https://www.youtube.com/watch?v=fMWAuGYnRVk,no,,,JPN_ NKP
https://www.youtube.com/watch?v=zfm6m5dHWXE,no,,,JPN_ NKP
https://www.youtube.com/watch?v=HYtNgvXX2Aw,no,,,JPN_ NKP
https://www.youtube.com/watch?v=J8U0G15_tA4,no,,,JPN_ NKP
https://www.youtube.com/watch?v=yFw5AqZKiN0,no,,,JPN_ CDP
https://www.youtube.com/watch?v=hpEZ4ynnG-w,no,,,JPN_ CDP
https://www.youtube.com/watch?v=yaJhm_vjLig,no,,,JPN_ CDP
https://www.youtube.com/watch?v=6pcOVucnJYY,no,,,JPN_ CDP
https://www.youtube.com/watch?v=Ety6xex618M,yes,0,1200,JPN_ CDP
https://www.youtube.com/watch?v=ddZdiIYqOAg,yes,140,780,ZAF_ EFF
https://www.youtube.com/watch?v=1VTjsBCqMj8,no,,,ZAF_ EFF
https://www.youtube.com/watch?v=QG46c5Sjn54,no,,,ZAF_ EFF
https://www.youtube.com/watch?v=S5NfAi_5ol8,no,,,ZAF_ EFF
https://www.youtube.com/watch?v=4cWvgUa1Ga0&t=4s,yes,300,1200,ZAF_ EFF
https://www.youtube.com/watch?v=EbUSxT3l2AM&t=162s,no,,,ZAF_ ANC
https://www.youtube.com/watch?v=hZ5mOiWDuzs,no,,,ZAF_ ANC
https://www.youtube.com/watch?v=5ux0dCEi9lA,no,,,ZAF_ ANC
https://www.youtube.com/watch?v=ftoEmC3mBgw&t=504s,no,,,ZAF_ ANC
https://www.youtube.com/watch?v=THQpNgnFCwU,yes,120,280,ZAF_ ANC
https://www.youtube.com/watch?v=HOwStPHaw1M,no,,,ZAF_ DA
https://www.youtube.com/watch?v=3V-LfeevwbY,yes,60,570,ZAF_ DA
https://www.youtube.com/watch?v=YtrYJuSZ5rM,no,,,ZAF_ DA
https://www.youtube.com/watch?v=_qsBqAzyoFs,no,,,ZAF_ DA
https://www.youtube.com/watch?v=0mtMxLqpBtA,no,,,ZAF_ DA